0,1,2,3,4,5,6,7,8,9
97503.95,218025.47,0.00012657983,3.219139e-05,0.00023357946,0.00014503424,413.32495,24.698177,659.42554,471.8283
101573.1,227124.36,6.245228e-05,3.854737e-05,9.324794e-05,4.229177e-05,106.59094,30.805843,269.28424,195.07047
110461.7,246999.88,5.4693388e-05,3.134094e-05,8.056769e-05,3.5340297e-05,162.28711,42.107006,324.91385,243.84335
94413.25,211114.45,4.3639542e-05,3.0019257e-05,6.7705805e-05,3.0007777e-05,107.09178,37.85499,299.548,222.41493
80391.5,179760.86,5.3983083e-05,6.9788057e-06,0.00011266406,7.564507e-05,81.716324,35.35534,148.71785,96.243286
92314.95,206422.52,8.6808635e-05,1.1773737e-05,0.00017210221,0.0001155702,282.3847,65.62012,550.14545,347.3061
92805.5,207519.4,5.8682148e-05,1.6441965e-05,8.69294e-05,5.587417e-05,122.52261,30.413813,342.9825,255.5853
82347.85,184135.4,0.0001693425,1.9931784e-05,0.00032283788,0.00024553522,304.16995,16.0,434.66425,338.43988
89348.4,199789.1,0.00011026653,4.0208133e-06,0.00018767535,0.00013310128,142.73676,38.118237,179.10052,120.81749
80202.1,179337.36,6.390718e-05,2.6347443e-05,0.000100047706,6.210606e-05,104.78515,75.23962,124.40257,39.941063
94949.9,212314.44,0.00013550898,2.9033856e-05,0.00026408336,0.00021155785,287.54532,73.24616,485.13608,291.9021
102180.05,228481.53,8.368538e-05,2.7492284e-05,0.00014681104,8.755235e-05,80.71637,44.14748,136.07718,68.01081
106322.15,237743.55,0.00010297867,1.4428982e-05,0.00020208253,0.00017023363,238.64984,170.23807,345.47504,131.43459
97111.15,217147.14,7.214916e-05,3.269963e-05,0.00011172263,6.3374246e-05,127.05975,46.09772,319.12692,223.34116
109928.3,245807.16,7.743753e-05,7.336278e-06,0.00012890667,0.00010304613,182.30443,115.52489,266.0169,107.86276
100402.35,224506.48,8.0537604e-05,5.1250583e-05,0.00015423771,8.532322e-05,260.8402,31.575306,469.61792,341.74774
93120.75,208224.33,8.6624364e-05,4.4218592e-05,0.00011198015,5.4950317e-05,138.0597,42.0,271.0461,196.70811
88091.75,196979.14,8.457494e-05,6.361354e-05,0.00012658215,4.9348826e-05,129.00471,33.24154,372.69962,282.6502
91328.15,204215.95,6.0981118e-05,3.0979143e-05,0.000116333234,6.861151e-05,46.411118,35.69314,73.34848,31.17743
110454.9,246984.66,8.6141394e-05,4.5383615e-05,0.00016383876,9.474375e-05,112.37411,22.090721,339.0944,262.44855
75476.7,168771.05,6.809883e-05,1.7051854e-05,0.00014738554,0.00010133171,113.378525,36.013885,222.82953,157.48727
78837.0,176284.89,7.4804295e-05,2.4060091e-05,0.00012325727,7.4271426e-05,149.29695,85.23497,228.39659,105.72931
86162.8,192665.86,8.963329e-05,1.6540433e-05,0.00016083167,0.00011344956,89.264084,26.019224,168.2409,112.11465
83732.1,187230.67,7.608785e-05,3.9669165e-05,0.00015104612,8.82644e-05,165.98192,37.12142,422.40384,307.45572
75068.5,167858.27,0.00010291219,2.7158758e-05,0.0002195353,0.00015206248,148.0694,79.025314,263.6968,138.72214
79737.55,178298.56,0.00015707185,7.303036e-05,0.00029797349,0.00018335061,218.28043,38.63936,409.76578,342.01843
81431.1,182085.48,8.926063e-05,3.1871823e-05,0.00014107181,8.43667e-05,201.5672,38.118237,420.01904,275.92325
94063.85,210333.17,8.583965e-05,1.51369995e-05,0.0001987671,0.00014709379,188.05238,85.883644,239.53497,123.78695
76151.8,170280.6,7.553577e-05,1.9670868e-05,0.000118483316,8.0631944e-05,102.39493,31.400637,178.0028,106.17021
72079.45,161174.56,9.5071766e-05,6.4361366e-06,0.00018590568,0.00015713631,164.68341,85.47514,226.04866,118.201096
81348.05,181899.75,0.00018266519,1.543706e-05,0.00033177534,0.0002701845,289.1,45.122055,423.04254,308.46518
90516.5,202401.05,7.6452496e-05,3.1147483e-05,0.0001815986,0.00012232758,174.03241,78.77182,259.50916,135.73462
77226.65,172684.05,0.000104402665,2.921689e-05,0.00026626975,0.00019286948,180.48581,46.043457,296.0152,180.39264
84298.7,188497.64,9.0644426e-05,3.6020843e-05,0.00015134968,8.9376415e-05,176.50198,99.12618,231.21635,103.69283
101891.85,227837.11,0.00012237353,2.0278268e-05,0.00017675401,0.00012192482,194.02242,139.0863,264.91507,101.346985
77929.75,174256.2,0.0001717991,4.3608958e-05,0.00032399918,0.00021406499,242.5665,98.600204,333.62405,174.92563
85706.9,191646.45,0.00019089415,3.71277e-05,0.0003268887,0.00021372776,328.44357,196.62146,490.11224,255.70154
75921.2,169764.97,0.00013929053,1.7618355e-05,0.0002200895,0.0001491145,295.05847,112.79185,507.29282,339.4142
89464.5,200048.7,0.000108373904,2.1558708e-05,0.00029596587,0.00021864506,276.0055,46.09772,463.77795,336.63162
82507.0,184491.27,4.5657598e-05,3.5138296e-06,9.004558e-05,6.937718e-05,47.714733,24.04163,72.02777,36.71808
73412.75,164155.9,9.211668e-05,1.6103695e-05,0.0001519767,9.743215e-05,127.8779,34.36568,215.80779,136.64543
