51189.3,114462.76,2.8687788E-4,7.55881E-5,5.118878E-4,3.1234644E-4,427.1068,112.00446,779.9103,481.885
53209.9,118980.945,1.284797E-4,9.735685E-5,1.472059E-4,3.737296E-5,143.30788,27.073973,299.89664,238.26334
63526.45,142049.45,1.207552E-4,4.8454676E-5,1.6923147E-4,9.173044E-5,53.53251,26.0,113.44161,69.86474
54649.3,122199.555,2.389281E-4,4.3332486E-5,5.621949E-4,3.8860735E-4,267.35455,43.965897,560.43195,417.6124
67947.6,151935.45,2.0166679E-4,1.1819722E-5,3.6825243E-4,3.1541463E-4,230.21333,30.805843,396.26758,260.58063
63025.4,140929.08,9.797003E-5,1.7804543E-5,2.153476E-4,1.4579561E-4,86.65774,32.38827,184.20097,123.55868
63768.55,142590.81,1.9509498E-4,1.0300477E-5,6.42047E-4,5.1870226E-4,148.20741,30.016663,422.89597,322.7402
58251.55,130254.43,2.0168006E-4,2.3579478E-5,3.0949558E-4,2.197461E-4,175.06973,70.327805,379.75912,240.69765
57768.85,129175.086,1.1528695E-4,9.339522E-6,3.5437907E-4,2.7921272E-4,100.764435,26.925823,214.00934,145.39294
50473.5,112862.18,2.7432587E-4,1.3435299E-5,4.828442E-4,3.655519E-4,223.68579,76.922035,285.3349,171.0342
53853.5,120420.086,5.3518772E-5,2.639647E-6,1.1690824E-4,8.398324E-5,134.2811,14.142136,449.3918,364.33
55524.05,124155.55,1.5786687E-4,2.608394E-5,3.2292778E-4,2.1342465E-4,116.50279,47.507893,189.0238,100.28658
58660.1,131167.97,1.0380166E-4,3.2088494E-5,2.0896591E-4,1.4628482E-4,39.523773,20.22375,66.48308,33.918797
52154.5,116621.01,2.1927328E-4,1.6170161E-5,7.3808496E-4,6.0187175E-4,175.044,22.135944,395.6008,296.92654
53500.3,119630.305,1.3006879E-4,5.2719697E-6,3.6685096E-4,2.871198E-4,80.249435,34.655445,212.90608,153.19958
60941.15,136268.55,2.1114311E-4,2.7165788E-6,4.1921443E-4,2.9457736E-4,171.78357,70.34202,239.82703,138.41823
60669.05,135660.12,3.9416604E-4,2.2431086E-4,6.1205303E-4,3.3738316E-4,355.92035,340.47614,378.16003,27.565617
57474.1,128516.0,1.3184769E-4,1.580238E-5,3.132822E-4,2.3946118E-4,121.833176,49.010204,250.92828,160.01474
64574.05,144391.97,1.9150994E-4,9.24542E-6,4.0545876E-4,3.120574E-4,195.35622,157.54364,227.85303,59.049156
57639.6,128886.07,1.2558354E-4,2.6131764E-5,2.6427952E-4,1.9421853E-4,117.96407,42.201897,212.31345,150.55533
47867.35,107034.65,1.8681718E-4,3.231767E-5,3.712429E-4,2.734489E-4,98.11739,52.773098,178.6393,98.035225
41615.25,93054.53,1.7006908E-4,5.746888E-5,2.945872E-4,1.7699142E-4,107.00611,36.496574,182.14828,122.44087
65930.75,147425.64,3.1112877E-4,2.1503876E-5,6.648741E-4,5.4867356E-4,278.84265,154.26276,405.27768,182.89093
56676.95,126733.51,1.6984913E-4,1.5368516E-5,3.2061772E-4,2.3399029E-4,133.86282,69.354164,202.00247,96.76248
57551.8,128689.734,2.9177268E-4,5.1680254E-5,4.319821E-4,2.9455966E-4,181.73447,109.0,238.9184,93.184395
44784.25,100140.63,2.4359327E-4,1.5245135E-4,4.7135007E-4,2.636763E-4,156.41193,77.175125,286.20447,157.24258
52335.9,117026.625,1.6585492E-4,8.452451E-5,3.1037806E-4,1.8365767E-4,180.69485,64.327286,285.7009,158.63628
46537.95,104062.016,2.621052E-4,8.057434E-5,5.1667687E-4,3.495526E-4,168.82028,31.016125,248.27808,166.70587
51863.95,115971.31,2.9152018E-4,8.3751685E-5,6.1561575E-4,3.947079E-4,203.07568,108.85311,315.7784,147.53331
50604.5,113155.1,2.2551295E-4,7.699571E-5,5.297221E-4,3.662672E-4,106.15844,39.115215,289.47192,212.15451
52472.55,117332.195,2.1355676E-4,1.05210755E-4,3.4610182E-4,2.0415134E-4,208.01003,56.435802,332.17465,211.96536
50401.2,112700.51,1.4985485E-4,2.784384E-5,2.0157917E-4,1.4328439E-4,101.57652,8.246211,144.83784,109.29248
54321.25,121466.01,2.9505257E-4,1.575582E-4,4.2008486E-4,1.8699514E-4,188.5553,56.142673,285.1561,189.64333
