97503.95,218025.47,1.2657983E-4,3.219139E-5,2.3357946E-4,1.4503424E-4,413.32495,24.698177,659.42554,471.8283
101573.1,227124.36,6.245228E-5,3.854737E-5,9.324794E-5,4.229177E-5,106.59094,30.805843,269.28424,195.07047
110461.7,246999.88,5.4693388E-5,3.134094E-5,8.056769E-5,3.5340297E-5,162.28711,42.107006,324.91385,243.84335
94413.25,211114.45,4.3639542E-5,3.0019257E-5,6.7705805E-5,3.0007777E-5,107.09178,37.85499,299.548,222.41493
80391.5,179760.86,5.3983083E-5,6.9788057E-6,1.1266406E-4,7.564507E-5,81.716324,35.35534,148.71785,96.243286
92314.95,206422.52,8.6808635E-5,1.1773737E-5,1.7210221E-4,1.155702E-4,282.3847,65.62012,550.14545,347.3061
92805.5,207519.4,5.8682148E-5,1.6441965E-5,8.69294E-5,5.587417E-5,122.52261,30.413813,342.9825,255.5853
82347.85,184135.4,1.693425E-4,1.9931784E-5,3.2283788E-4,2.4553522E-4,304.16995,16.0,434.66425,338.43988
89348.4,199789.1,1.1026653E-4,4.0208133E-6,1.8767535E-4,1.3310128E-4,142.73676,38.118237,179.10052,120.81749
80202.1,179337.36,6.390718E-5,2.6347443E-5,1.00047706E-4,6.210606E-5,104.78515,75.23962,124.40257,39.941063
94949.9,212314.44,1.3550898E-4,2.9033856E-5,2.6408336E-4,2.1155785E-4,287.54532,73.24616,485.13608,291.9021
102180.05,228481.53,8.368538E-5,2.7492284E-5,1.4681104E-4,8.755235E-5,80.71637,44.14748,136.07718,68.01081
106322.15,237743.55,1.0297867E-4,1.4428982E-5,2.0208253E-4,1.7023363E-4,238.64984,170.23807,345.47504,131.43459
97111.15,217147.14,7.214916E-5,3.269963E-5,1.1172263E-4,6.3374246E-5,127.05975,46.09772,319.12692,223.34116
109928.3,245807.16,7.743753E-5,7.336278E-6,1.2890667E-4,1.0304613E-4,182.30443,115.52489,266.0169,107.86276
100402.35,224506.48,8.0537604E-5,5.1250583E-5,1.5423771E-4,8.532322E-5,260.8402,31.575306,469.61792,341.74774
93120.75,208224.33,8.6624364E-5,4.4218592E-5,1.1198015E-4,5.4950317E-5,138.0597,42.0,271.0461,196.70811
88091.75,196979.14,8.457494E-5,6.361354E-5,1.2658215E-4,4.9348826E-5,129.00471,33.24154,372.69962,282.6502
91328.15,204215.95,6.0981118E-5,3.0979143E-5,1.16333234E-4,6.861151E-5,46.411118,35.69314,73.34848,31.17743
110454.9,246984.66,8.6141394E-5,4.5383615E-5,1.6383876E-4,9.474375E-5,112.37411,22.090721,339.0944,262.44855
75476.7,168771.05,6.809883E-5,1.7051854E-5,1.4738554E-4,1.0133171E-4,113.378525,36.013885,222.82953,157.48727
78837.0,176284.89,7.4804295E-5,2.4060091E-5,1.2325727E-4,7.4271426E-5,149.29695,85.23497,228.39659,105.72931
86162.8,192665.86,8.963329E-5,1.6540433E-5,1.6083167E-4,1.1344956E-4,89.264084,26.019224,168.2409,112.11465
83732.1,187230.67,7.608785E-5,3.9669165E-5,1.5104612E-4,8.82644E-5,165.98192,37.12142,422.40384,307.45572
